state,state_abbreviation,county,fips,Hillary Clinton,Donald Trump,population,education,income
Alabama,AL,Autauga,1001.0,2387,5387,55395,85.6,24571
Alabama,AL,Baldwin,1003.0,5290,23618,200111,89.1,26766
Alabama,AL,Barbour,1005.0,2567,1710,26887,73.7,16829
Alabama,AL,Bibb,1007.0,942,1959,22506,77.5,17427
Alabama,AL,Blount,1009.0,564,7390,57719,77.0,20730
Alabama,AL,Bullock,1011.0,2451,313,10764,67.8,18628
Alabama,AL,Butler,1013.0,2196,1720,20296,76.3,17403
Alabama,AL,Calhoun,1015.0,5011,8960,115916,78.6,20828
Alabama,AL,Chambers,1017.0,2899,2169,34076,75.1,19291
Alabama,AL,Cherokee,1019.0,712,2777,26037,78.3,22030
Alabama,AL,Chilton,1021.0,860,5273,43931,76.0,20701
Alabama,AL,Choctaw,1023.0,1772,1070,13323,75.2,20323
Alabama,AL,Clarke,1025.0,3148,2308,24945,78.3,18979
Alabama,AL,Clay,1027.0,807,1920,13552,76.5,18694
Alabama,AL,Cleburne,1029.0,221,2120,15080,76.0,19108
Alabama,AL,Coffee,1031.0,1493,4304,50909,82.4,23380
Alabama,AL,Colbert,1033.0,3879,3858,54543,83.5,21572
Alabama,AL,Conecuh,1035.0,2031,768,12670,77.3,15605
Alabama,AL,Coosa,1037.0,1012,1233,10886,75.0,18493
Alabama,AL,Covington,1039.0,737,4608,37914,78.4,20391
Alabama,AL,Crenshaw,1041.0,908,1496,13977,76.7,21343
Alabama,AL,Cullman,1043.0,1275,10618,81289,79.8,20760
Alabama,AL,Dale,1045.0,1544,4151,49484,84.1,22685
Alabama,AL,Dallas,1047.0,8577,523,41711,77.5,17245
Alabama,AL,DeKalb,1049.0,1297,6247,71065,70.6,18149
Alabama,AL,Elmore,1051.0,3019,8525,80977,86.6,23856
Alabama,AL,Escambia,1053.0,2027,2817,37733,76.2,16540
Alabama,AL,Etowah,1055.0,4262,8657,103531,81.8,20204
Alabama,AL,Fayette,1057.0,660,2479,16874,74.9,18494
Alabama,AL,Franklin,1059.0,1233,2155,31601,72.5,18888
Alabama,AL,Geneva,1061.0,544,3106,26712,77.2,20199
Alabama,AL,Greene,1063.0,2714,147,8553,76.2,14930
Alabama,AL,Hale,1065.0,2426,590,15184,77.4,18812
Alabama,AL,Henry,1067.0,1170,1778,17190,80.1,21924
Alabama,AL,Houston,1069.0,3044,8171,104193,83.9,23316
Alabama,AL,Jackson,1071.0,1327,5463,52665,74.6,20486
Alabama,AL,Jefferson,1073.0,67357,32853,660793,87.4,26906
Alabama,AL,Lamar,1075.0,442,1810,14086,76.1,19026
Alabama,AL,Lauderdale,1077.0,3676,7502,93096,83.8,23510
Alabama,AL,Lawrence,1079.0,2047,3604,33477,77.1,20181
Alabama,AL,Lee,1081.0,7137,6934,154255,86.7,23506
Alabama,AL,Limestone,1083.0,3199,8198,90787,81.5,25020
Alabama,AL,Lowndes,1085.0,3782,500,10580,73.9,18368
Alabama,AL,Macon,1087.0,4293,356,19425,80.0,16826
Alabama,AL,Madison,1089.0,19995,23791,350299,90.0,31933
Alabama,AL,Marengo,1091.0,3590,580,20110,83.7,22072
Alabama,AL,Marion,1093.0,567,3503,30271,74.6,19576
Alabama,AL,Marshall,1095.0,1494,9115,94636,76.2,20382
Alabama,AL,Mobile,1097.0,28927,28326,415123,83.9,22501
Alabama,AL,Monroe,1099.0,2438,1966,21947,76.1,15749
Alabama,AL,Montgomery,1101.0,28650,10517,226189,85.6,24975
Alabama,AL,Morgan,1103.0,3897,10909,119607,81.4,23764
Alabama,AL,Perry,1105.0,2575,192,9826,70.2,13716
Alabama,AL,Pickens,1107.0,2326,1124,20365,79.7,17153
Alabama,AL,Pike,1109.0,2183,2493,33389,81.0,19715
Alabama,AL,Randolph,1111.0,1236,2352,22539,72.6,19830
Alabama,AL,Russell,1113.0,4381,1784,59608,80.4,19678
Alabama,AL,Shelby,1117.0,6657,18260,206655,91.2,33313
Alabama,AL,St. Clair,1115.0,1808,8596,86697,82.0,23872
Alabama,AL,Sumter,1119.0,2987,166,13166,75.5,14156
Alabama,AL,Talladega,1121.0,5561,6304,81322,78.9,19410
Alabama,AL,Tallapoosa,1123.0,2658,4658,41165,79.2,21434
Alabama,AL,Tuscaloosa,1125.0,12136,11652,202212,86.6,22637
Alabama,AL,Walker,1127.0,1772,8394,65471,76.4,20698
Alabama,AL,Washington,1129.0,1511,1269,16834,80.5,20395
Alabama,AL,Wilcox,1131.0,3337,287,11098,76.1,13379
Alabama,AL,Winston,1133.0,303,3352,24150,72.7,18995
Arizona,AZ,Apache,4001.0,4450,1088,71828,74.5,12709
Arizona,AZ,Cochise,4003.0,4654,6339,127448,85.8,23608
Arizona,AZ,Coconino,4005.0,5738,3324,137682,87.6,23382
Arizona,AZ,Gila,4007.0,2196,3065,53119,84.3,20792
Arizona,AZ,Graham,4009.0,937,1501,37957,84.4,17168
Arizona,AZ,Greenlee,4011.0,497,282,9346,84.3,20516
Arizona,AZ,La Paz,4012.0,309,940,20231,75.3,22200
Arizona,AZ,Maricopa,4013.0,126988,144522,4087191,86.4,27256
Arizona,AZ,Mohave,4015.0,4170,14154,203361,83.8,20833
Arizona,AZ,Navajo,4017.0,4415,3558,108101,80.6,16626
Arizona,AZ,Pima,4019.0,56317,36804,1004516,87.2,25269
Arizona,AZ,Pinal,4021.0,9771,12182,401918,84.7,20910
Arizona,AZ,Santa Cruz,4023.0,2496,762,46695,72.5,17664
Arizona,AZ,Yavapai,4025.0,8401,17005,218844,90.2,25186
Arizona,AZ,Yuma,4027.0,4358,4390,203247,71.9,18840
Arkansas,AR,Arkansas,5001.0,724,1073,18594,84.1,23045
Arkansas,AR,Ashley,5003.0,1375,586,20948,84.2,19761
Arkansas,AR,Baxter,5005.0,1391,3798,40857,87.6,21334
Arkansas,AR,Benton,5007.0,5650,11828,242321,85.8,26715
Arkansas,AR,Boone,5009.0,721,2577,37196,85.4,22160
Arkansas,AR,Bradley,5011.0,593,770,11148,76.0,19386
Arkansas,AR,Calhoun,5013.0,413,172,5202,80.5,17763
Arkansas,AR,Carroll,5015.0,0,0,27744,84.6,20637
Arkansas,AR,Chicot,5017.0,1370,416,11180,74.2,16538
Arkansas,AR,Clark,5019.0,1650,694,22576,86.2,17960
Arkansas,AR,Clay,5021.0,960,339,15118,76.1,18509
Arkansas,AR,Cleburne,5023.0,758,2530,25634,84.5,23044
Arkansas,AR,Cleveland,5025.0,382,503,8449,84.8,20622
Arkansas,AR,Columbia,5027.0,1008,1149,23933,85.4,19439
Arkansas,AR,Conway,5029.0,1755,805,21083,84.5,20040
Arkansas,AR,Craighead,5031.0,3543,3429,102518,84.9,23138
Arkansas,AR,Crawford,5033.0,1586,3392,61697,82.2,19477
Arkansas,AR,Crittenden,5035.0,3379,1359,49548,79.1,19665
Arkansas,AR,Cross,5037.0,780,972,17227,79.0,18701
Arkansas,AR,Dallas,5039.0,693,163,7755,82.1,16838
Arkansas,AR,Desha,5041.0,1342,234,12264,76.9,19822
Arkansas,AR,Drew,5043.0,1250,795,18622,81.3,17057
Arkansas,AR,Faulkner,5045.0,4077,5078,120768,89.4,24401
Arkansas,AR,Franklin,5047.0,667,1229,17805,82.1,19135
Arkansas,AR,Fulton,5049.0,701,651,12125,83.7,19326
Arkansas,AR,Garland,5051.0,4057,5538,97322,86.8,23170
Arkansas,AR,Grant,5053.0,690,1010,18144,84.9,23239
Arkansas,AR,Greene,5055.0,1236,2103,43694,82.8,19652
Arkansas,AR,Hempstead,5057.0,786,821,22327,81.7,17376
Arkansas,AR,Hot Spring,5059.0,1562,1597,33368,83.4,19286
Arkansas,AR,Howard,5061.0,535,559,13500,76.0,18707
Arkansas,AR,Independence,5063.0,1059,2077,36959,82.5,20289
Arkansas,AR,Izard,5065.0,516,873,13486,79.8,18040
Arkansas,AR,Jackson,5067.0,702,711,17534,75.6,15609
Arkansas,AR,Jefferson,5069.0,9936,1490,72297,83.0,19353
Arkansas,AR,Johnson,5071.0,1056,1338,26005,79.7,19366
Arkansas,AR,Lafayette,5073.0,443,334,7111,77.5,17212
Arkansas,AR,Lawrence,5075.0,933,445,16931,77.4,15971
Arkansas,AR,Lee,5077.0,956,349,9860,70.1,12529
Arkansas,AR,Lincoln,5079.0,599,581,13970,73.5,15023
Arkansas,AR,Little River,5081.0,721,521,12532,83.4,19880
Arkansas,AR,Logan,5083.0,881,1208,21958,81.3,19046
Arkansas,AR,Lonoke,5085.0,1664,3826,71557,86.7,23218
Arkansas,AR,Madison,5087.0,1085,671,15740,76.6,18754
Arkansas,AR,Marion,5089.0,421,1581,16367,83.6,18188
Arkansas,AR,Miller,5091.0,1300,2425,43428,85.1,20636
Arkansas,AR,Mississippi,5093.0,2017,1575,44235,77.8,18905
Arkansas,AR,Monroe,5095.0,843,173,7582,75.3,16939
Arkansas,AR,Montgomery,5097.0,316,672,9082,82.3,19021
Arkansas,AR,Nevada,5099.0,647,232,8723,82.1,18695
Arkansas,AR,Newton,5101.0,192,1073,7904,79.8,17884
Arkansas,AR,Ouachita,5103.0,2095,1006,24828,84.7,18975
Arkansas,AR,Perry,5105.0,648,522,10245,84.6,22047
Arkansas,AR,Phillips,5107.0,2696,363,19930,72.8,16830
Arkansas,AR,Pike,5109.0,367,511,11024,80.1,18377
Arkansas,AR,Poinsett,5111.0,717,1036,24246,73.3,16919
Arkansas,AR,Polk,5113.0,349,1895,20225,85.1,19116
Arkansas,AR,Pope,5115.0,1680,3073,63201,81.9,19918
Arkansas,AR,Prairie,5117.0,558,326,8304,78.6,18137
Arkansas,AR,Pulaski,5119.0,34862,11840,392702,89.2,27414
Arkansas,AR,Randolph,5121.0,662,735,17571,80.4,18871
Arkansas,AR,Saint Francis,5123.0,1912,598,26899,76.0,15511
Arkansas,AR,Saline,5125.0,4358,6934,115719,89.2,25962
Arkansas,AR,Scott,5127.0,306,715,10693,77.0,18934
Arkansas,AR,Searcy,5129.0,221,939,7929,74.1,16731
Arkansas,AR,Sebastian,5131.0,3694,6030,126776,82.2,23222
Arkansas,AR,Sevier,5133.0,342,593,17426,66.3,16021
Arkansas,AR,Sharp,5135.0,608,1241,16906,83.0,16714
Arkansas,AR,Stone,5137.0,547,993,12494,78.9,17403
Arkansas,AR,Union,5139.0,2548,1188,40227,82.4,20718
Arkansas,AR,Van Buren,5141.0,770,1198,16851,81.4,18782
Arkansas,AR,Washington,5143.0,9110,7968,220792,82.6,23264
Arkansas,AR,White,5145.0,2024,4074,78592,82.6,21793
Arkansas,AR,Woodruff,5147.0,862,130,6910,73.6,19087
Arkansas,AR,Yell,5149.0,723,911,21951,71.3,16992
California,CA,Alameda,6001.0,107102,19951,1610921,86.4,35763
California,CA,Alpine,6003.0,110,122,1116,90.4,25527
California,CA,Amador,6005.0,1949,3605,36742,88.1,27347
California,CA,Butte,6007.0,9681,15695,224241,87.7,23787
California,CA,Calaveras,6009.0,2630,4902,44624,92.8,29329
California,CA,Colusa,6011.0,653,1342,21419,69.4,21579
California,CA,Contra Costa,6013.0,69809,28612,1111339,88.8,38219
California,CA,Del Norte,6015.0,1015,1536,27212,79.1,19072
California,CA,El Dorado,6017.0,10367,17651,183087,93.2,34884
California,CA,Fresno,6019.0,32895,37672,965974,73.1,20208
California,CA,Glenn,6021.0,649,1699,27955,72.3,22148
California,CA,Humboldt,6023.0,6036,4613,134809,90.4,23540
California,CA,Imperial,6025.0,5743,2222,179091,64.5,16763
California,CA,Inyo,6027.0,756,1414,18410,88.1,27441
California,CA,Kern,6029.0,19104,33838,874589,72.4,20295
California,CA,Kings,6031.0,3921,7046,150269,71.0,18429
California,CA,Lake,6033.0,2408,2261,64184,85.4,21537
California,CA,Lassen,6035.0,690,2508,31749,79.4,19931
California,CA,Los Angeles,6037.0,590502,179130,10116705,76.6,27749
California,CA,Madera,6039.0,4831,8247,154548,68.5,17847
California,CA,Marin,6041.0,27238,6409,260750,92.4,56791
California,CA,Mariposa,6043.0,963,1940,17682,87.7,26988
California,CA,Mendocino,6045.0,2690,1769,87869,85.2,23306
California,CA,Merced,6047.0,7169,6712,266353,66.7,18177
California,CA,Modoc,6049.0,240,1019,9023,84.8,21200
California,CA,Mono,6051.0,755,830,13997,83.8,28046
California,CA,Monterey,6053.0,17126,8079,431344,71.0,24775
California,CA,Napa,6055.0,7370,4000,141667,83.1,34795
California,CA,Nevada,6057.0,5591,7628,98893,94.3,32346
California,CA,Orange,6059.0,123723,146888,3145515,83.8,34057
California,CA,Placer,6061.0,17299,25700,371694,93.6,34886
California,CA,Plumas,6063.0,1209,2588,18606,89.9,29806
California,CA,Riverside,6065.0,73724,82814,2329271,79.6,23591
California,CA,Sacramento,6067.0,68248,43099,1482026,85.9,26739
California,CA,San Benito,6069.0,2022,1455,58267,76.9,25914
California,CA,San Bernardino,6071.0,71246,69186,2112619,78.2,21332
California,CA,San Diego,6073.0,139813,124255,3263431,85.5,30668
California,CA,San Francisco,6075.0,85070,7244,852469,86.3,48486
California,CA,San Joaquin,6077.0,25118,22042,715597,77.3,22589
California,CA,San Luis Obispo,6079.0,16833,19313,279083,89.6,29954
California,CA,San Mateo,6081.0,47358,12984,758581,88.6,45732
California,CA,Santa Barbara,6083.0,23543,18167,440668,79.1,30352
California,CA,Santa Clara,6085.0,109963,35568,1894605,86.5,41513
California,CA,Santa Cruz,6087.0,20105,5883,271804,84.9,32295
California,CA,Shasta,6089.0,5875,14822,179804,88.4,23670
California,CA,Sierra,6091.0,213,497,3003,89.4,24996
California,CA,Siskiyou,6093.0,1585,3573,43628,89.0,22293
California,CA,Solano,6095.0,31753,17548,431131,87.2,28929
California,CA,Sonoma,6097.0,44923,16602,500292,86.7,32835
California,CA,Stanislaus,6099.0,15309,15390,531997,76.4,21663
California,CA,Sutter,6101.0,2370,4697,95847,78.3,23602
California,CA,Tehama,6103.0,1487,3940,63067,81.1,20439
California,CA,Trinity,6105.0,585,1026,13170,91.3,22905
California,CA,Tulare,6107.0,8375,15334,458198,68.0,17894
California,CA,Tuolumne,6109.0,2851,4949,53831,89.1,25943
California,CA,Ventura,6111.0,45848,38493,846178,82.8,32930
California,CA,Yolo,6113.0,12567,5110,207590,84.3,27730
California,CA,Yuba,6115.0,1572,3210,73966,79.0,19244
Delaware,DE,Kent,10001.0,7338,8294,171987,85.2,24851
Delaware,DE,New Castle,10003.0,38580,16384,552778,89.4,32406
Delaware,DE,Sussex,10005.0,10032,17794,210849,85.6,26908
Florida,FL,Alachua,12001.0,17733,9241,256380,91.2,24857
Florida,FL,Baker,12003.0,654,2163,27093,80.1,19852
Florida,FL,Bay,12005.0,5209,14426,178985,87.0,24498
Florida,FL,Bradford,12007.0,1056,1802,26702,75.5,17749
Florida,FL,Brevard,12009.0,31835,45483,556885,90.2,27009
Florida,FL,Broward,12011.0,132527,52759,1869235,87.8,28205
Florida,FL,Calhoun,12013.0,437,524,14532,73.5,14675
Florida,FL,Charlotte,12015.0,8125,16525,168474,88.8,26286
Florida,FL,Citrus,12017.0,6863,15232,139377,86.0,23148
Florida,FL,Clay,12019.0,5345,19374,199798,90.2,26577
Florida,FL,Collier,12021.0,12712,30071,348777,85.8,36439
Florida,FL,Columbia,12023.0,2299,4019,67857,82.6,19306
Florida,FL,DeSoto,12027.0,987,1445,35012,71.3,15088
Florida,FL,Dixie,12029.0,409,1103,15907,78.5,16851
Florida,FL,Duval,12031.0,58632,52588,897698,87.9,26143
Florida,FL,Escambia,12033.0,16765,20856,310659,87.9,23441
Florida,FL,Flagler,12035.0,6152,9684,102408,90.2,24497
Florida,FL,Franklin,12037.0,665,629,11815,79.3,19843
Florida,FL,Gadsden,12039.0,7446,995,46281,77.2,17615
Florida,FL,Gilchrist,12041.0,428,1860,16997,79.8,20180
Florida,FL,Glades,12043.0,387,632,13635,78.0,16011
Florida,FL,Gulf,12045.0,568,1038,15944,79.5,18546
Florida,FL,Hamilton,12047.0,758,581,14048,75.1,16295
Florida,FL,Hardee,12049.0,529,1113,27469,64.2,15366
Florida,FL,Hendry,12051.0,1156,1290,38505,64.4,16133
Florida,FL,Hernando,12053.0,8882,15479,175855,86.5,21411
Florida,FL,Highlands,12055.0,3711,7480,98236,81.0,20072
Florida,FL,Hillsborough,12057.0,68936,53062,1316298,86.8,27149
Florida,FL,Holmes,12059.0,339,1239,19650,75.5,16845
Florida,FL,Indian River,12061.0,6897,13678,144755,87.0,30532
Florida,FL,Jackson,12063.0,2798,2486,48801,78.0,17525
Florida,FL,Jefferson,12065.0,1671,676,14050,81.2,21184
Florida,FL,Lafayette,12067.0,295,556,8835,78.4,18660
Florida,FL,Lake,12069.0,15914,26393,315690,86.4,24183
Florida,FL,Lee,12071.0,27940,51659,679513,86.9,27348
Florida,FL,Leon,12073.0,27333,9083,283988,91.8,26196
Florida,FL,Levy,12075.0,1570,3745,39613,81.1,18304
Florida,FL,Liberty,12077.0,316,160,8360,75.6,16266
Florida,FL,Madison,12079.0,1542,795,18518,78.2,15538
Florida,FL,Manatee,12081.0,18116,26320,351746,87.4,27322
Florida,FL,Marion,12083.0,18220,31370,339167,85.0,21992
Florida,FL,Martin,12085.0,6523,16065,153392,88.8,34057
Florida,FL,Miami-Dade,12086.0,129467,40156,2662874,78.8,23174
Florida,FL,Monroe,12087.0,4830,6030,77136,89.9,33974
Florida,FL,Nassau,12089.0,2910,9192,76619,89.4,28926
Florida,FL,Okaloosa,12091.0,4559,17770,196512,90.9,28600
Florida,FL,Okeechobee,12093.0,1150,2202,39149,67.8,17787
Florida,FL,Orange,12095.0,66654,41097,1253001,87.2,24877
Florida,FL,Osceola,12097.0,16512,10345,310211,83.8,19007
Florida,FL,Palm Beach,12099.0,103369,66065,1397710,87.5,32858
Florida,FL,Pasco,12101.0,21760,33536,485331,87.2,23736
Florida,FL,Pinellas,12103.0,63699,61133,938098,88.9,29262
Florida,FL,Polk,12105.0,29328,33187,634638,82.4,21285
Florida,FL,Putnam,12107.0,3182,5119,72143,77.5,18377
Florida,FL,Santa Rosa,12113.0,3938,16044,163422,89.4,26861
Florida,FL,Sarasota,12115.0,25881,34593,396962,91.9,32313
Florida,FL,Seminole,12117.0,22069,25763,442516,91.8,28675
Florida,FL,St. Johns,12109.0,9734,24205,217919,93.2,36836
Florida,FL,St. Lucie,12111.0,17554,18350,291028,85.2,23285
Florida,FL,Sumter,12119.0,7022,17769,114350,87.8,27504
Florida,FL,Suwannee,12121.0,1475,2844,44022,79.8,18431
Florida,FL,Taylor,12123.0,983,1203,22582,76.5,17045
Florida,FL,Union,12125.0,336,719,15190,73.9,13590
Florida,FL,Volusia,12127.0,26276,34167,507531,87.6,23973
Florida,FL,Wakulla,12129.0,1659,1664,31432,87.7,21797
Florida,FL,Walton,12131.0,1515,6650,61530,84.5,25845
Florida,FL,Washington,12133.0,858,1739,24451,80.3,17385
Georgia,GA,Appling,13001.0,490,1290,18540,76.8,19643
Georgia,GA,Atkinson,13003.0,201,619,8223,64.6,15958
Georgia,GA,Bacon,13005.0,113,904,11281,72.2,18558
Georgia,GA,Baker,13007.0,303,262,3255,79.5,17019
Georgia,GA,Baldwin,13009.0,3034,2069,45909,81.7,18622
Georgia,GA,Banks,13011.0,172,1806,18295,75.5,20231
Georgia,GA,Barrow,13013.0,1457,4653,73240,82.1,21379
Georgia,GA,Bartow,13015.0,2216,8281,101736,80.4,21022
Georgia,GA,Ben Hill,13017.0,779,1020,17464,76.9,14204
Georgia,GA,Berrien,13019.0,325,1563,18700,76.8,16784
Georgia,GA,Bibb,13021.0,12944,5942,153905,82.4,20982
Georgia,GA,Bleckley,13023.0,370,935,12795,79.5,20156
Georgia,GA,Brantley,13025.0,137,1161,18417,76.8,16938
Georgia,GA,Brooks,13027.0,714,1009,15418,77.4,19409
Georgia,GA,Bryan,13029.0,893,2214,33906,88.0,27556
Georgia,GA,Bulloch,13031.0,1910,3111,72087,85.9,18587
Georgia,GA,Burke,13033.0,1659,1181,22709,76.9,16171
Georgia,GA,Butts,13035.0,922,1884,23368,74.7,20363
Georgia,GA,Calhoun,13037.0,499,227,6463,68.6,14868
Georgia,GA,Camden,13039.0,1405,3065,52027,90.4,22701
Georgia,GA,Candler,13043.0,434,897,10888,78.5,17974
Georgia,GA,Carroll,13045.0,3173,7495,114093,79.7,21227
Georgia,GA,Catoosa,13047.0,1082,4449,65621,82.3,21690
Georgia,GA,Charlton,13049.0,275,602,12897,74.3,17102
Georgia,GA,Chatham,13051.0,19898,10726,283379,88.7,25093
Georgia,GA,Chattahoochee,13053.0,182,175,11837,92.5,20042
Georgia,GA,Chattooga,13055.0,566,1674,24939,69.0,16045
Georgia,GA,Cherokee,13057.0,4837,18460,230985,88.9,29615
Georgia,GA,Clarke,13059.0,7089,2357,120938,85.1,19295
Georgia,GA,Clay,13061.0,297,179,3102,77.9,12982
Georgia,GA,Clayton,13063.0,25130,3264,267542,81.7,17950
Georgia,GA,Clinch,13065.0,167,412,6831,71.1,17815
Georgia,GA,Cobb,13067.0,39277,34721,730981,90.8,33069
Georgia,GA,Coffee,13069.0,1094,2469,42811,75.5,17031
Georgia,GA,Colquitt,13071.0,1035,2967,46102,72.1,17025
Georgia,GA,Columbia,13073.0,4805,9177,139257,91.3,30949
Georgia,GA,Cook,13075.0,580,1229,17214,74.8,18592
Georgia,GA,Coweta,13077.0,4536,9593,135571,87.8,26757
Georgia,GA,Crawford,13079.0,493,930,12387,78.7,20556
Georgia,GA,Crisp,13081.0,729,1204,22934,79.5,18185
Georgia,GA,Dade,13083.0,241,1151,16389,80.3,21690
Georgia,GA,Dawson,13085.0,312,2649,22957,85.8,27330
Georgia,GA,DeKalb,13089.0,82348,11141,722161,88.4,28810
Georgia,GA,Decatur,13087.0,1316,1525,27220,78.4,18059
Georgia,GA,Dodge,13091.0,579,1360,20976,80.2,18114
Georgia,GA,Dooly,13093.0,737,584,14188,70.9,14510
Georgia,GA,Dougherty,13095.0,8891,3078,92407,79.9,18619
Georgia,GA,Douglas,13097.0,9375,6984,138776,87.2,23626
Georgia,GA,Early,13099.0,671,760,10491,76.7,17579
Georgia,GA,Echols,13101.0,32,268,4003,74.7,15861
Georgia,GA,Effingham,13103.0,1178,3648,55423,85.2,24824
Georgia,GA,Elbert,13105.0,805,1394,19438,78.3,18835
Georgia,GA,Emanuel,13107.0,755,1489,22755,76.5,17064
Georgia,GA,Evans,13109.0,347,481,10898,76.2,18998
Georgia,GA,Fannin,13111.0,545,3001,23753,79.0,19164
Georgia,GA,Fayette,13113.0,7257,8055,109664,94.3,35344
Georgia,GA,Floyd,13115.0,2555,5945,96063,77.9,20500
Georgia,GA,Forsyth,13117.0,3701,15698,204302,91.4,34582
Georgia,GA,Franklin,13119.0,352,1997,22264,72.3,18234
Georgia,GA,Fulton,13121.0,82576,22368,996319,90.4,36757
Georgia,GA,Gilmer,13123.0,489,3314,28829,76.5,21317
Georgia,GA,Glascock,13125.0,38,405,3053,78.3,17984
Georgia,GA,Glynn,13127.0,2870,5516,82175,86.6,26724
Georgia,GA,Gordon,13129.0,776,4339,56047,73.4,19177
Georgia,GA,Grady,13131.0,887,1422,25359,72.7,15734
Georgia,GA,Greene,13133.0,1076,1555,16490,78.7,27828
Georgia,GA,Gwinnett,13135.0,37465,32014,877922,87.0,25932
Georgia,GA,Habersham,13137.0,608,3289,43752,77.9,18910
Georgia,GA,Hall,13139.0,3482,12536,190761,78.8,23645
Georgia,GA,Hancock,13141.0,1112,229,8509,75.8,12381
Georgia,GA,Haralson,13143.0,413,2818,28641,74.2,19789
Georgia,GA,Harris,13145.0,1372,2542,32876,89.2,31482
Georgia,GA,Hart,13147.0,740,1858,25377,80.3,20371
Georgia,GA,Heard,13149.0,276,1068,11603,72.7,18964
Georgia,GA,Henry,13151.0,15639,11330,213869,89.5,25299
Georgia,GA,Houston,13153.0,6274,7091,149111,88.8,25195
Georgia,GA,Irwin,13155.0,326,869,9104,81.1,18207
Georgia,GA,Jackson,13157.0,1193,5484,61870,81.1,23247
Georgia,GA,Jasper,13159.0,632,1205,13432,83.6,21297
Georgia,GA,Jeff Davis,13161.0,400,1071,14859,79.6,17684
Georgia,GA,Jefferson,13163.0,1519,821,16272,73.8,14757
Georgia,GA,Jenkins,13165.0,355,513,9125,72.6,17565
Georgia,GA,Johnson,13167.0,388,684,9701,75.8,16807
Georgia,GA,Jones,13169.0,1585,2318,28787,88.7,24485
Georgia,GA,Lamar,13171.0,868,1398,18207,81.9,18800
Georgia,GA,Lanier,13173.0,234,512,10373,76.4,17264
Georgia,GA,Laurens,13175.0,2294,3088,47851,79.8,18625
Georgia,GA,Lee,13177.0,1009,3057,29191,83.9,26357
Georgia,GA,Liberty,13179.0,2783,1332,65198,90.9,20791
Georgia,GA,Lincoln,13181.0,538,742,7622,82.1,20641
Georgia,GA,Long,13183.0,261,633,17113,85.0,17158
Georgia,GA,Lowndes,13185.0,3891,5194,113523,84.0,18897
Georgia,GA,Lumpkin,13187.0,560,2453,31176,85.0,20908
Georgia,GA,Macon,13193.0,977,415,13792,70.5,13865
Georgia,GA,Madison,13195.0,656,2460,28312,78.7,19939
Georgia,GA,Marion,13197.0,431,473,8797,75.1,17479
Georgia,GA,McDuffie,13189.0,1274,1288,21370,74.6,17922
Georgia,GA,McIntosh,13191.0,863,1078,14214,80.5,21484
Georgia,GA,Meriwether,13199.0,1463,1435,21198,73.0,18821
Georgia,GA,Miller,13201.0,159,555,5958,79.9,19674
Georgia,GA,Mitchell,13205.0,1338,1246,22771,72.3,15694
Georgia,GA,Monroe,13207.0,1250,2262,27051,79.5,22888
Georgia,GA,Montgomery,13209.0,287,712,8991,82.3,16460
Georgia,GA,Morgan,13211.0,910,1656,17956,81.7,25933
Georgia,GA,Murray,13213.0,444,3084,39410,69.3,16449
Georgia,GA,Muscogee,13215.0,12801,5325,200887,85.4,22856
Georgia,GA,Newton,13217.0,7269,5626,103675,84.5,21484
Georgia,GA,Oconee,13219.0,1223,2871,35093,91.3,33801
Georgia,GA,Oglethorpe,13221.0,561,1230,14673,79.0,20493
Georgia,GA,Paulding,13223.0,4095,10002,148987,88.5,24168
Georgia,GA,Peach,13225.0,1675,1325,26922,82.7,19431
Georgia,GA,Pickens,13227.0,431,3360,29997,80.8,26686
Georgia,GA,Pierce,13229.0,219,1345,18991,77.6,20001
Georgia,GA,Pike,13231.0,417,1930,17784,85.1,22191
Georgia,GA,Polk,13233.0,944,3360,41133,72.7,18336
Georgia,GA,Pulaski,13235.0,376,673,11483,77.5,17781
Georgia,GA,Putnam,13237.0,871,1983,21192,84.5,26321
Georgia,GA,Quitman,13239.0,193,174,2315,72.3,14201
Georgia,GA,Rabun,13241.0,397,1732,16243,85.2,22260
Georgia,GA,Randolph,13243.0,690,411,7313,72.3,18094
Georgia,GA,Richmond,13245.0,16269,5543,201368,83.7,20526
Georgia,GA,Rockdale,13247.0,7930,3785,87754,86.2,23461
Georgia,GA,Schley,13249.0,146,331,5163,73.0,19037
Georgia,GA,Screven,13251.0,771,801,14085,78.9,18640
Georgia,GA,Seminole,13253.0,470,754,8686,81.2,17641
Georgia,GA,Spalding,13255.0,3129,4257,63988,76.6,19783
Georgia,GA,Stephens,13257.0,460,1726,25480,80.4,18557
Georgia,GA,Stewart,13259.0,460,213,5744,63.1,13238
Georgia,GA,Sumter,13261.0,1960,1381,31232,76.2,17879
Georgia,GA,Talbot,13263.0,852,368,6390,76.7,16993
Georgia,GA,Taliaferro,13265.0,236,102,1693,68.3,14381
Georgia,GA,Tattnall,13267.0,518,1089,25224,75.1,15280
Georgia,GA,Taylor,13269.0,476,550,8442,76.4,17078
Georgia,GA,Telfair,13271.0,426,626,16518,73.9,12489
Georgia,GA,Terrell,13273.0,804,649,9132,65.6,16836
Georgia,GA,Thomas,13275.0,2053,2649,44959,81.8,19983
